,AnimalName,AnimalGender,AnimalBirthMonth,BreedName,Borough,ZipCode
2085,SQUIRREL ,F,01/01/2003,affenpinscher,Manhattan,10032.0
2086,SUNNY,M,03/01/2010,siberian_husky,Staten Island,10302.0
2087,GRACIE,F,10/01/2007,papillon,Manhattan,10031.0
2088,GODIE,F,12/01/2012,giant_schnauzer,Bronx,10472.0
2089,NUBIAN,F,07/01/2014,english_foxhound,Queens,11369.0
2090,GUINNESS ,M,01/01/2006,borzoi,Bronx,10462.0
2091,OPAL,M,01/01/2013,japanese_spaniel,Manhattan,10026.0
2092,OLIVE,F,01/01/2008,vizsla,Queens,11356.0
2093,BUSTER,M,08/01/2009,leonberg,Manhattan,10023.0
2094,CALLIE,F,01/01/2002,cairn,Manhattan,10019.0
2095,CE ,F,01/01/2008,yorkshire_terrier,Brooklyn,11231.0
2096,CARMEN,F,01/01/2012,pomeranian,Queens,11373.0
2097,SOFIE,F,01/01/2007,briard,MANHATTAN,10021.0
2098,SOPHIE,F,05/01/2014,schipperke,Brooklyn,11223.0
2099,SOPHIE ,F,12/01/2000,leonberg,Queens,11385.0
2100,SPENCER ,M,10/01/2005,pekinese,Queens,11102.0
2101,SNOWBALL,M,03/01/2012,soft-coated_wheaten_terrier,Queens,11358.0
2102,CORALINA ,F,05/01/2014,walker_hound,Manhattan,10011.0
2103,BABY ,F,01/01/2002,silky_terrier,Brooklyn,11235.0
2104,ARIES,M,03/01/2014,saluki,Staten Island,10309.0
2105,COOKIE,F,10/01/2011,scottish_deerhound,Brooklyn,11229.0
2106,BAILEY,M,07/01/2014,tibetan_terrier,Manhattan,10032.0
2107,MORENA,F,01/01/2011,miniature_pinscher,Brooklyn,11201.0
2108,MOOKIE,M,04/01/2007,entlebucher,Bronx,10472.0
2109,NAME NOT PROVIDED,F,09/01/2014,whippet,Queens,11358.0
2110,NAME NOT PROVIDED,F,08/01/2014,pomeranian,Queens,11358.0
2111,,M,10/01/2014,schipperke,Manhattan,10014.0
2112,ROCKY,M,09/01/2008,doberman,Bronx,10469.0
2113,ROXY,F,05/01/2014,greater_swiss_mountain_dog,Manhattan,10280.0
2114,ROSIE,F,06/01/2014,yorkshire_terrier,Bronx,10452.0
2115,UNKNOWN,M,10/01/2014,norwegian_elkhound,Manhattan,10003.0
2116,UNKNOWN,M,10/01/2014,groenendael,Manhattan,10468.0
2117,UNKNOWN,M,11/01/2011,standard_poodle,Brooklyn,11220.0
2118,UNKNOWN,M,11/01/2014,saluki,Brooklyn,11226.0
2119,UNKNOWN,M,05/01/2014,scotch_terrier,Manhattan,10034.0
2120,UNKNOWN,M,05/01/2014,english_springer,Brooklyn,11219.0
2121,UNKNOWN,M,08/01/2014,basenji,Brooklyn,11209.0
2122,UNKNOWN,M,09/01/2014,chesapeake_bay_retriever,Manhattan,10009.0
2123,UNKNOWN,M,09/01/2014,kuvasz,Brooklyn,11209.0
2124,WILLOW,F,06/01/2008,english_foxhound,Brooklyn,11217.0
2125,WINNIE,F,04/01/2011,pekinese,Manhattan,10003.0
2126,WINNIE,F,03/01/2008,afghan_hound,Manhattan,10075.0
2127,WILSON,M,06/01/2011,affenpinscher,Manhattan,10025.0
2128,NIKKI,F,10/01/2014,french_bulldog,Queens,11377.0
2129,NAME NOT PROVIDED,M,08/01/2014,siberian_husky,Queens,11109.0
2130,NAME NOT PROVIDED,M,09/01/2014,scotch_terrier,Brooklyn,11211.0
2131,NAME NOT PROVIDED,M,08/01/2014,west_highland_white_terrier,Queens,11106.0
2132,NAME NOT PROVIDED,M,08/01/2014,border_collie,Queens,11373.0
2133,NAME NOT PROVIDED,M,07/01/2014,lhasa,Queens,11377.0
2134,NAME NOT PROVIDED,M,10/01/2014,french_bulldog,Manhattan,10009.0
2135,LILA,F,07/01/2002,great_pyrenees,Queens,11385.0
2136,ZOEY ,F,06/01/2005,beagle,Brooklyn,11235.0
2137,DOLCE,F,03/01/2012,japanese_spaniel,Manhattan,10016.0
2138,LARRY,M,01/01/2010,pomeranian,Queens,11370.0
2139,BROCK ,M,03/01/2014,cairn,Brooklyn,11231.0
2140,DARLA ,F,09/01/2001,lakeland_terrier,Manhattan,10075.0
2141,DAUPHINE,F,06/01/2014,border_terrier,Brooklyn,11209.0
2142,DAYZEE ,F,01/01/2008,eskimo_dog,Manhattan,10002.0
2143,RUFUS,M,04/01/2012,clumber,Bronx,10463.0
2144,SALLY,F,01/01/2012,cairn,Queens,11374.0
2145,SANDY,F,01/01/2007,chihuahua,Brooklyn,11209.0
2146,SAMSON,M,10/01/2014,yorkshire_terrier,Brooklyn,11201.0
2147,CHARLOTTE,F,09/01/2008,borzoi,Manhattan,10128.0
2148,CESAR,M,01/01/2007,malamute,Brooklyn,11224.0
2149,CHIBI,M,02/01/2009,groenendael,Queens,11105.0
2150,HUNTER,M,08/01/2014,weimaraner,Bronx,10465.0
2151,MAX,M,06/01/2014,cardigan,Manhattan,10003.0
2152,MAX,M,09/01/2013,lakeland_terrier,Manhattan,10023.0
2153,MELO,M,06/01/2012,keeshond,Brooklyn,11220.0
2154,JYNX,M,02/01/2012,kerry_blue_terrier,Queens,11377.0
2155,JJ,M,03/01/2014,norwegian_elkhound,Manhattan,10003.0
2156,MILO ,M,10/01/2014,pomeranian,Brooklyn,11210.0
2157,CLOVER,F,07/01/2005,lakeland_terrier,Manhattan,10007.0
2158,JASMINE,F,09/01/2013,rhodesian_ridgeback,Manhattan,10065.0
2159,COCA,F,01/01/2001,whippet,Manhattan,10463.0
2160,JASPER,M,09/01/2014,toy_poodle,Manhattan,10024.0
2161,SHADOW,M,05/01/2006,malamute,STATEN IS,10305.0
2162,SEXY ,F,10/01/2011,appenzeller,Brooklyn,11205.0
2163,SCOOBY,M,08/01/2010,rhodesian_ridgeback,Bronx,10462.0
2164,MOLLY,F,09/01/2014,norwegian_elkhound,Queens,11373.0
2165,EMMYLOU,F,10/01/2013,norwegian_elkhound,Brooklyn,11215.0
2166,EMMIE,F,08/01/2008,ibizan_hound,Queens,11377.0
2167,LUCKY,M,10/01/2014,border_collie,Brooklyn,11238.0
2168,LUNA,F,06/01/2013,irish_terrier,Staten Island,10314.0
2169,BELLA,F,10/01/2014,dandie_dinmont,Manhattan,10016.0
2170,BARTLET,M,09/01/2014,norwich_terrier,Brooklyn,11206.0
2171,DUNKIN,M,07/01/2007,pomeranian,Staten Island,10308.0
2172,DUMPLING,M,11/01/2012,toy_terrier,Manhattan,10033.0
2173,DOROTHY,F,05/01/2014,vizsla,Brooklyn,11233.0
2174,BENJIE ,M,01/01/2003,komondor,Brooklyn,11212.0
2175,BENJI ,M,10/01/2012,irish_wolfhound,Brooklyn,11221.0
2176,TOFFEE ,M,05/01/2013,boston_bull,Queens,11375.0
2177,TOBY ,M,01/01/2001,redbone,Manhattan,10028.0
2178,TELLI,M,08/01/2011,clumber,Manhattan,10036.0
2179,PORKCHOP,M,11/01/2009,boxer,Brooklyn,11213.0
2180,POOCHIE,M,11/01/2009,redbone,Staten Island,10306.0
2181,PILIN,M,03/01/2013,australian_terrier,Bronx,10472.0
2182,PINA,F,12/01/2008,yorkshire_terrier,Bronx,10469.0
2183,MACANUDO,M,09/01/2012,shih-tzu,Brooklyn,11209.0
2184,PUGSLEY ,M,10/01/2011,affenpinscher,Bronx,10473.0
2185,HAVOC,M,03/01/2008,border_terrier,Brooklyn,11229.0
2186,MAGGIE,F,01/01/2010,vizsla,Brooklyn,11229.0
2187,MARY ,F,07/01/2014,brittany_spaniel,Queens,11369.0
2188,BLACKJACK ,M,01/01/2007,bouvier_des_flandres,Manhattan,10128.0
2189,BLIZZARD,M,08/01/2004,kelpie,Manhattan,10025.0
2190,BETSY,F,05/01/2011,border_collie,Brooklyn,11215.0
2191,BENNY,M,08/01/2014,siberian_husky,Bronx,10456.0
2192,BOBBY,M,08/01/2010,border_collie,Brooklyn,11220.0
2193,UNKNOWN,F,03/01/2014,great_pyrenees,Brooklyn,11209.0
2194,UNKNOWN,F,03/01/2014,wire-haired_fox_terrier,Brooklyn,11209.0
2195,UNKNOWN,F,11/01/2009,chow,Brooklyn,11209.0
2196,UNKNOWN,F,08/01/2014,irish_wolfhound,Brooklyn,11209.0
2197,UNKNOWN,F,08/01/2014,norfolk_terrier,Brooklyn,11234.0
2198,UNKNOWN,F,07/01/2014,scottish_deerhound,Brooklyn,11219.0
2199,UNKNOWN,F,06/01/2014,airedale,Brooklyn,11209.0
2200,UNKNOWN,F,06/01/2014,malamute,Brooklyn,11214.0
2201,UNKNOWN,F,05/01/2014,bedlington_terrier,Brooklyn,11209.0
2202,MAX,M,01/01/2008,keeshond,Manhattan,10037.0
2203,RAJA,M,06/01/2004,miniature_pinscher,Manhattan,10019.0
2204,REMO,M,12/01/2010,bluetick,Manhattan,10031.0
2205,REX,M,10/01/2008,maltese_dog,Staten Island,10308.0
2206,ROCCO,M,05/01/2014,african_hunting_dog,Staten Island,10306.0
2207,TOMMY ,M,07/01/2014,wire-haired_fox_terrier,Queens,11378.0
2208,TRIXIE,F,10/01/2006,papillon,Bronx,10465.0
2209,ROCCO,M,08/01/2001,scottish_deerhound,Manhattan,10025.0
2210,QIUQIU,M,11/01/2013,weimaraner,Bronx,10471.0
2211,RALPH,M,02/01/2003,scotch_terrier,Brooklyn,11221.0
2212,MAX,M,10/01/2014,leonberg,Manhattan,10019.0
2213,TROY,M,06/01/2012,tibetan_terrier,Queens,11361.0
2214,ULYSSES,M,10/01/2011,english_foxhound,Manhattan,10022.0
2215,BIRDIE,F,09/01/2013,soft-coated_wheaten_terrier,Brooklyn,11249.0
2216,MAJOR,M,10/01/2014,redbone,Manhattan,10025.0
2217,HENRY ,M,10/01/2013,irish_wolfhound,Brooklyn,11201.0
2218,HEALER,F,10/01/2013,basset,Manhattan,10018.0
2219,PRINCESS ,F,09/01/2014,weimaraner,Queens,11368.0
2220,PLUTO,M,06/01/2012,norwegian_elkhound,Bronx,10463.0
2221,PORCUPINE,M,03/01/2014,malinois,Bronx,10465.0
2222,TOBY,M,09/01/2013,gordon_setter,Queens,11428.0
2223,BELLA ,F,11/01/2010,german_shepherd,Manhattan,10024.0
2224,LUCY,F,03/01/2014,irish_setter,Manhattan,10025.0
2225,LULU,F,07/01/2014,chesapeake_bay_retriever,Bronx,10461.0
2226,EMI,F,01/01/2012,miniature_pinscher,Brooklyn,11215.0
2227,ELLIE,F,10/01/2005,irish_wolfhound,Manhattan,10003.0
2228,DYLAN,M,08/01/2007,beagle,Queens,11106.0
2229,JULIETTE,F,03/01/2014,dandie_dinmont,Brooklyn,11234.0
2230,MAX,M,09/01/2007,redbone,Staten Island,10312.0
2231,ISHA ,F,11/01/2010,basset,Queens,11377.0
2232,MAX,M,03/01/2014,japanese_spaniel,Brooklyn,11224.0
2233,CHEWY,M,09/01/2009,afghan_hound,Staten Island,10308.0
2234,CHARLIE ,M,09/01/2009,yorkshire_terrier,Manhattan,10075.0
2235,MIKA,F,09/01/2007,toy_poodle,Brooklyn,11201.0
2236,RUFUS,M,12/01/2012,scottish_deerhound,Manhattan,10019.0
2237,BUCKAROO,M,08/01/2007,maltese_dog,Brooklyn,11237.0
2238,BRIANA,F,10/01/2011,irish_terrier,Brooklyn,11220.0
2239,DEUCE,F,05/01/2014,australian_terrier,Manhattan,10025.0
2240,DJANGO,M,03/01/2013,border_collie,Brooklyn,11201.0
2241,NEPTUNE,M,01/01/2013,black-and-tan_coonhound,Brooklyn,11238.0
2242,NORRSKEN,F,07/01/2014,boxer,Brooklyn,11237.0
2243,KEY,M,06/01/2014,clumber,Manhattan,10034.0
2244,GIA,F,08/01/2013,cairn,Brooklyn,11232.0
2245,BUMPY ,F,11/01/2012,sussex_spaniel,Manhattan,10038.0
2246,OPHELIA ,F,08/01/2011,chihuahua,Manhattan,10027.0
2247,OSCAR,M,08/01/2004,clumber,Brooklyn,11237.0
2248,NUGGET,M,08/01/2008,english_setter,Manhattan,10009.0
2249,GIZMO,M,06/01/2010,clumber,Brooklyn,11236.0
2250,STITCH,M,08/01/2011,irish_terrier,Manhattan,10011.0
2251,STELLA-GRACE,F,12/01/2013,otterhound,Manhattan,10027.0
2252,PEANUT ,F,06/01/2014,silky_terrier,Brooklyn,11214.0
2253,ANGIE ,F,01/01/2010,giant_schnauzer,Manhattan,10075.0
2254,FLIP,M,12/01/2005,entlebucher,Bronx,11239.0
2255,STRAWBERRY,F,11/01/2013,bluetick,Brooklyn,11207.0
2256,STU,M,09/01/2006,bloodhound,Manhattan,10023.0
2257,GIA,F,09/01/2001,schipperke,Manhattan,10021.0
2258,GIGI,F,01/01/2006,english_foxhound,Brooklyn,11201.0
2259,CASPER,M,10/01/2011,flat-coated_retriever,Manhattan,10016.0
2260,PADDY,M,03/01/2011,redbone,Queens,11417.0
2261,SIMON,M,12/01/2010,chesapeake_bay_retriever,Queens,11691.0
2262,SOPHIA ,F,10/01/2005,bloodhound,Queens,11109.0
2263,UNKNOWN,M,12/01/2012,dingo,Staten Island,10312.0
2264,UNKNOWN,M,12/01/2007,miniature_pinscher,Staten Island,10304.0
2265,UNKNOWN,M,01/01/2013,airedale,Brooklyn,11230.0
2266,RONIN ,M,09/01/2014,appenzeller,Queens,11106.0
2267,ROGER,M,06/01/2012,staffordshire_bullterrier,Manhattan,10036.0
2268,MURFY,F,02/01/2014,lakeland_terrier,Brooklyn,11217.0
2269,MOOSE,F,08/01/2014,chihuahua,Queens,11102.0
2270,KENNA,F,08/01/2014,german_short-haired_pointer,Manhattan,10028.0
2271,KHAN,M,08/01/2008,scottish_deerhound,Manhattan,10040.0
2272,BABBO ,M,01/01/1999,dhole,Manhattan,10025.0
2273,ZOE,F,12/01/2004,rhodesian_ridgeback,Manhattan,10037.0
2274,NATALIE,F,04/01/2014,basset,Queens,11354.0
2275,NED,M,01/01/2013,afghan_hound,Staten Island,10306.0
2276,NAME NOT PROVIDED,M,10/01/2014,italian_greyhound,Brooklyn,11226.0
2277,DASH,M,12/01/2006,irish_terrier,Staten Island,10309.0
2278,MICKY,M,10/01/2010,greater_swiss_mountain_dog,Manhattan,10022.0
2279,CHANEL,F,10/01/2012,bluetick,Manhattan,10024.0
2280,CHAPIS,F,08/01/2014,shih-tzu,Manhattan,10032.0
2281,HOPE,F,12/01/2010,african_hunting_dog,Queens,11417.0
2282,MAXX,M,07/01/2004,bluetick,Brooklyn,11209.0
2283,JESSIE,F,01/01/2014,miniature_schnauzer,Brooklyn,11221.0
2284,JOKER,M,08/01/2014,kelpie,Bronx,10458.0
2285,CHLOE ,F,07/01/2009,english_foxhound,Brooklyn,11224.0
2286,CLARK ,M,06/01/2013,brittany_spaniel,Manhattan,10019.0
2287,DUSTIN,M,03/01/2005,chow,Brooklyn,11222.0
2288,TOBY,M,01/01/2007,cardigan,Queens,11103.0
2289,PIPER,F,06/01/2013,weimaraner,Manhattan,10012.0
2290,PRINCESS,F,08/01/2008,sealyham_terrier,Queens,11417.0
2291,TEDDY,M,05/01/2013,kelpie,Manhattan,10128.0
2292,MARLEE,F,09/01/2013,affenpinscher,Queens,11375.0
2293,MAX,F,12/01/2012,sealyham_terrier,Manhattan,10030.0
2294,HANNAH,F,11/01/2011,toy_terrier,Manhattan,10024.0
2295,HAPPY,F,01/01/2004,keeshond,Manhattan,10012.0
2296,RANGER,M,08/01/2012,cocker_spaniel,Queens,11103.0
2297,RILEY,F,08/01/2013,dingo,Manhattan,10021.0
2298,LOUI,M,11/01/2010,papillon,Manhattan,10024.0
2299,ACE,M,04/01/2009,clumber,Brooklyn,11214.0
2300,PEPPER,F,08/01/2013,standard_poodle,Queens,11417.0
2301,PEBBLES,F,05/01/2004,malamute,Queens,11417.0
2302,PEANUT,F,10/01/2009,papillon,Bronx,10465.0
2303,RIGGINS ,F,10/01/2013,standard_schnauzer,Manhattan,10023.0
2304,TRIXIE,F,04/01/2011,sealyham_terrier,Manhattan,10029.0
2305,REMI,M,09/01/2012,kuvasz,Brooklyn,11238.0
2306,UNKNOWN,F,10/01/2014,entlebucher,Manhattan,10029.0
2307,UNKNOWN,F,10/01/2014,miniature_pinscher,Manhattan,10005.0
2308,UNKNOWN,F,10/01/2014,great_dane,Manhattan,10009.0
2309,UNKNOWN,F,10/01/2014,great_pyrenees,Manhattan,10003.0
2310,UNKNOWN,F,10/01/2014,japanese_spaniel,Queens,11372.0
2311,UNKNOWN,F,10/01/2014,doberman,Manhattan,10009.0
2312,UNKNOWN,F,10/01/2014,border_terrier,Manhattan,10003.0
2313,UNKNOWN,F,10/01/2014,airedale,Manhattan,10003.0
2314,UNKNOWN,F,10/01/2014,norwich_terrier,Manhattan,10014.0
2315,UNKNOWN,F,11/01/2014,dingo,Brooklyn,11201.0
2316,UNKNOWN,F,02/01/2014,shetland_sheepdog,Manhattan,10282.0
2317,TUFFY,F,12/01/2004,malinois,Manhattan,10009.0
2318,MARLEY ,M,08/01/2014,kelpie,Bronx,10458.0
2319,MAISY,F,05/01/2009,brabancon_griffon,Manhattan,10024.0
2320,HAZEL,F,12/01/2013,labrador_retriever,Bronx,10453.0
2321,HEDWIG ,F,10/01/2014,italian_greyhound,Brooklyn,11217.0
2322,HARVEY,M,10/01/2014,bull_mastiff,Manhattan,10013.0
2323,HEIDI,F,05/01/2011,airedale,Brooklyn,11226.0
2324,HERO,M,03/01/2010,toy_poodle,Manhattan,10025.0
2325,PRINCESS,F,01/01/2014,border_terrier,Manhattan,10026.0
2326,PJ,M,07/01/2012,cairn,Manhattan,10032.0
2327,MACEE,F,06/01/2014,great_pyrenees,Bronx,10467.0
2328,PIERRE ,M,04/01/2008,greater_swiss_mountain_dog,Manhattan,10025.0
2329,TIFFANY,F,01/01/2010,bloodhound,BRONX,10462.0
2330,TIBET ,F,11/01/2002,english_springer,Manhattan,10040.0
2331,BEAR,M,07/01/2010,vizsla,Bronx,10465.0
2332,BELLA,F,04/01/2014,bernese_mountain_dog,Brooklyn,11220.0
2333,DUCHESS ,F,01/01/2000,italian_greyhound,Staten Island,10302.0
2334,BELLA,F,06/01/2009,papillon,Brooklyn,11233.0
2335,LUCKY ,M,12/01/2009,shetland_sheepdog,Bronx,10457.0
2336,LULU ,F,01/01/2005,norwich_terrier,Manhattan,10023.0
2337,LULU,F,06/01/2007,brittany_spaniel,Queens,11414.0
2338,LUCY,F,03/01/2013,cairn,Brooklyn,11206.0
2339,LUCKY,M,09/01/2012,otterhound,Brooklyn,11223.0
2340,SHEBA,F,03/01/2014,leonberg,Manhattan,10023.0
2341,CHINITA ,F,10/01/2010,entlebucher,Queens,11432.0
2342,CHOCOLATE,M,06/01/2014,samoyed,Manhattan,10065.0
2343,JAX,M,05/01/2013,english_springer,Manhattan,10022.0
2344,JESSE ,M,01/01/2000,irish_water_spaniel,Brooklyn,11209.0
2345,COCO,F,10/01/2012,appenzeller,Manhattan,10011.0
2346,JASMINE,F,03/01/2013,malamute,Manhattan,10019.0
2347,KAHLO,F,09/01/2012,pug,Manhattan,10018.0
2348,JUMPER,M,09/01/2014,entlebucher,Manhattan,10011.0
2349,JACK,F,12/01/2013,italian_greyhound,Brooklyn,11215.0
2350,IZZY,F,02/01/2010,walker_hound,Brooklyn,11211.0
2351,MELLO,M,12/01/2008,leonberg,Brooklyn,11218.0
2352,MCKENZIE,M,06/01/2004,komondor,Brooklyn,11221.0
2353,MAX,M,07/01/2008,komondor,Brooklyn,11223.0
2354,MAX,M,09/01/2001,entlebucher,Manhattan,10014.0
2355,CHESTER,M,05/01/2006,appenzeller,Manhattan,10024.0
2356,CHARLIE,M,09/01/2014,afghan_hound,Manhattan,10034.0
2357,CHATO,M,07/01/2014,maltese_dog,Brooklyn,11237.0
2358,RUBY,F,08/01/2014,miniature_schnauzer,Bronx,10474.0
2359,SAMMY,F,09/01/2014,irish_water_spaniel,Queens,11377.0
2360,BROOKLYN,M,08/01/2007,norwich_terrier,Brooklyn,11205.0
2361,BRUCE,M,02/01/2014,standard_poodle,Staten Island,10314.0
2362,BRONCO,M,10/01/2014,border_collie,Brooklyn,11238.0
2363,LACY,F,10/01/2012,pembroke,Queens,11414.0
2364,DEXTER ,M,01/01/2007,norwegian_elkhound,Manhattan,10034.0
2365,LEO,M,08/01/2014,bull_mastiff,Manhattan,10026.0
2366,LEETL ,F,09/01/2010,kerry_blue_terrier,Manhattan,10011.0
2367,LARRY,M,09/01/2014,samoyed,Brooklyn,11215.0
2368,NENA ,F,10/01/2011,kelpie,Bronx,10462.0
2369,NIBBLES,M,10/01/2014,brittany_spaniel,Manhattan,10021.0
2370,NAME NOT PROVIDED,M,09/01/2014,siberian_husky,Manhattan,10011.0
2371,NAME NOT PROVIDED,M,09/01/2014,cairn,Queens,11354.0
2372,NAME NOT PROVIDED,M,09/01/2014,french_bulldog,Queens,11429.0
2373,NAME NOT PROVIDED,M,09/01/2014,brittany_spaniel,Queens,11361.0
2374,NAME NOT PROVIDED,M,09/01/2014,miniature_poodle,Queens,11370.0
2375,NAME NOT PROVIDED,M,09/01/2014,beagle,Manhattan,10017.0
2376,NAME NOT PROVIDED,M,09/01/2014,basenji,Manhattan,10039.0
2377,WINSTON,M,06/01/2008,cairn,Manhattan,10009.0
2378,WINSTON ,M,10/01/2014,irish_water_spaniel,Brooklyn,11206.0
2379,WINNIE,F,06/01/2014,saluki,Manhattan,10022.0
2380,ZOE,F,07/01/2007,malamute,Brooklyn,11201.0
2381,ZORA ,F,04/01/2011,blenheim_spaniel,Brooklyn,11216.0
2382,KING ,M,07/01/2013,blenheim_spaniel,Bronx,10473.0
2383,KIMBA,F,12/01/2012,siberian_husky,Bronx,10461.0
2384,KOBE,M,10/01/2014,dandie_dinmont,Manhattan,10014.0
2385,KEILA ,F,01/01/2002,staffordshire_bullterrier,Brooklyn,11236.0
2386,NAME NOT PROVIDED,F,09/01/2014,pembroke,Brooklyn,11211.0
2387,NAME NOT PROVIDED,F,09/01/2014,japanese_spaniel,Manhattan,10075.0
2388,NAME NOT PROVIDED,F,09/01/2014,affenpinscher,Queens,11435.0
2389,NAME NOT PROVIDED,F,09/01/2014,soft-coated_wheaten_terrier,Manhattan,10128.0
2390,ROCKY,M,12/01/2008,english_foxhound,Brooklyn,11208.0
2391,KYLA,F,04/01/2014,beagle,Queens,11373.0
2392,MURPHIE,M,09/01/2014,cocker_spaniel,Manhattan,10010.0
2393,MUMU,M,09/01/2011,pomeranian,Manhattan,10036.0
2394,ROXIE ,F,10/01/2005,border_terrier,Staten Island,10301.0
2395,ROY,M,09/01/2010,sussex_spaniel,Brooklyn,11230.0
2396,ROMY,F,09/01/2014,airedale,Manhattan,10011.0
2397,UNKNOWN,M,10/01/2014,shih-tzu,Manhattan,10016.0
2398,UNKNOWN,M,10/01/2014,curly-coated_retriever,Staten Island,10301.0
2399,UNKNOWN,M,11/01/2014,scottish_deerhound,Brooklyn,11215.0
2400,UNKNOWN,M,11/01/2014,welsh_springer_spaniel,Brooklyn,11238.0
2401,UNKNOWN,M,11/01/2014,afghan_hound,Brooklyn,11233.0
2402,UNKNOWN,M,10/01/2014,mexican_hairless,Manhattan,10010.0
2403,UNKNOWN,M,10/01/2014,rottweiler,Manhattan,10024.0
2404,UNKNOWN,M,04/01/2014,borzoi,Brooklyn,11226.0
2405,UNKNOWN,M,03/01/2014,miniature_poodle,Manhattan,10016.0
2406,UNKNOWN,M,07/01/2014,maltese_dog,Manhattan,10014.0
2407,VASELISA,F,06/01/2014,maltese_dog,Brooklyn,11224.0
2408,WALTER ,M,11/01/2014,entlebucher,Manhattan,10038.0
2409,SONNY ,M,08/01/2014,old_english_sheepdog,Queens,11417.0
2410,SIMON,M,01/01/2006,pekinese,Queens,11385.0
2411,SIUL ,M,05/01/2014,kuvasz,Brooklyn,11206.0
2412,SKY,M,10/01/2014,great_dane,Bronx,10462.0
2413,OZZIE,M,09/01/2011,weimaraner,Manhattan,10025.0
2414,SNOWBALL,F,01/01/2000,malinois,Bronx,10461.0
2415,SNOWBALL,M,01/01/2002,dandie_dinmont,Staten Island,10314.0
2416,OLIVER ,M,01/01/2013,samoyed,Queens,11102.0
2417,BUDDY,M,06/01/2012,miniature_poodle,Queens,11692.0
2418,GERONIMO,M,08/01/2012,dhole,Bronx,10467.0
2419,STORM,M,11/01/2014,cairn,Manhattan,10018.0
2420,TARKA,M,06/01/2008,dingo,Manhattan,10009.0
2421,LUCKY,F,12/01/2008,bloodhound,Brooklyn,11235.0
2422,PEANUT,M,09/01/2014,dhole,Queens,11356.0
2423,PETE ,M,02/01/2004,old_english_sheepdog,New York,10009.0
2424,PEPINO,M,10/01/2014,pekinese,Manhattan,10012.0
2425,FINN,M,10/01/2013,scotch_terrier,Manhattan,10128.0
2426,ANGELA,F,09/01/2014,maltese_dog,Queens,11354.0
2427,ANABEL,F,12/01/2008,english_springer,Queens,11427.0
2428,ANASTASIA,F,10/01/2009,malinois,Queens,11374.0
2429,ALICIA ,F,08/01/2007,boxer,Manhattan,10019.0
2430,FRANKIE,F,07/01/2005,afghan_hound,Brooklyn,11215.0
2431,GALE ,M,07/01/2014,dingo,Manhattan,10005.0
2432,LUCA,F,05/01/2012,mexican_hairless,Manhattan,10128.0
2433,LOLA ,F,09/01/2012,affenpinscher,Bronx,10460.0
2434,LOKI,M,01/01/2014,italian_greyhound,Manhattan,10002.0
2435,LOKI,M,01/01/2011,scottish_deerhound,Brooklyn,11220.0
2436,LOLA,F,04/01/2010,toy_poodle,Manhattan,10021.0
2437,LOLA,F,09/01/2014,chesapeake_bay_retriever,Bronx,10466.0
2438,LOLA,F,08/01/2012,lakeland_terrier,Bronx,10461.0
2439,LOUISA,F,06/01/2006,samoyed,Manhattan,10014.0
2440,FLUFFY,F,12/01/2012,french_bulldog,Bronx,10452.0
2441,ANDY,M,04/01/2014,entlebucher,Manhattan,10028.0
2442,AGATHA ,F,08/01/2013,great_pyrenees,Brooklyn,11216.0
2443,AOKI,M,10/01/2014,lhasa,Bronx,10452.0
2444,ARCHY,M,02/01/2011,german_shepherd,Manhattan,10075.0
2445,LUCKY ,F,01/01/2001,doberman,Staten Island,10310.0
2446,PATCHES,F,12/01/2009,pug,Bronx,10452.0
2447,PATCHEY,M,04/01/2014,bouvier_des_flandres,Brooklyn,11235.0
2448,SUKI,F,07/01/2012,bernese_mountain_dog,Manhattan,10003.0
2449,SUGAR,F,10/01/2004,pembroke,Manhattan,10010.0
2450,BUDDY,M,12/01/2007,lakeland_terrier,Brooklyn,11238.0
2451,BUDDY,M,08/01/2009,giant_schnauzer,Staten Island,10309.0
2452,BUDDY,M,09/01/2013,norfolk_terrier,Manhattan,10009.0
2453,C.J. ,M,01/01/2004,irish_water_spaniel,Brooklyn,11231.0
2454,OLIVER,M,01/01/2007,miniature_pinscher,Brooklyn,11215.0
2455,GRAY,M,01/01/2010,boston_bull,Brooklyn,11225.0
2456,SNOW,M,12/01/2010,norwich_terrier,Bronx,10452.0
2457,PABLO,M,04/01/2013,saluki,Brooklyn,11221.0
2458,SIR ,M,09/01/2013,french_bulldog,Bronx,10465.0
2459,SOPHIA,F,04/01/2014,german_shepherd,Manhattan,10032.0
2460,MR. ,M,10/01/2014,samoyed,Manhattan,10034.0
2461,MURPHY,M,09/01/2014,shetland_sheepdog,Manhattan,10010.0
2462,KYE,M,03/01/2013,gordon_setter,Queens,11367.0
2463,ROCKY ,M,12/01/2006,great_pyrenees,Bronx,10460.0
2464,NAME NOT PROVIDED,F,09/01/2014,labrador_retriever,Manhattan,10007.0
2465,NAME NOT PROVIDED,F,09/01/2014,doberman,Manhattan,10065.0
2466,NAME NOT PROVIDED,F,09/01/2014,malamute,Queens,11357.0
2467,NAME NOT PROVIDED,F,09/01/2014,japanese_spaniel,Queens,11420.0
2468,NAME NOT PROVIDED,F,09/01/2014,japanese_spaniel,Queens,11355.0
